,File Name,Transcript,Label,tokenized_Transcript,clean_text
385,TRANSCRIPTS(103).txt,"Jakarta is a bustling metropolis where modernity meets tradition, offering a vibrant mix of culture, cuisine, and history. Exploring the bustling streets of Kota Tua, I admired the colonial architecture and learned about Jakarta's colonial past. Sampling street food delights like sate ayam and nasi goreng at Glodok's food stalls, I savored the bold flavors and aromas of Indonesian cuisine.",truthful,jakarta is a bustling metropolis where modernity meets tradition offering a vibrant mix of culture cuisine and history exploring the bustling streets of kota tua i admired the colonial architecture and learned about jakarta 's colonial past sampling street food delights like sate ayam and nasi goreng at glodok 's food stalls i savored the bold flavors and aromas of indonesian cuisine,jakarta bustling metropolis modernity meet tradition offer vibrant mix culture cuisine history explore bustle street kota tua admire colonial architecture learn jakarta colonial past sample street food delight like sate ayam nasi goreng glodok food stall savor bold flavor aroma indonesian cuisine
386,TRANSCRIPTS(104).txt,"Yogyakarta is a cultural hub known for its rich heritage, ancient temples, and traditional arts. Exploring the majestic temples of Borobudur and Prambanan, I marveled at the intricate stone carvings and spiritual significance of these UNESCO World Heritage sites. Learning the art of batik-making at a local workshop, I gained insight into Indonesia's centuries-old textile traditions and craftsmanship. ",truthful,yogyakarta is a cultural hub known for its rich heritage ancient temples and traditional arts exploring the majestic temples of borobudur and prambanan i marveled at the intricate stone carvings and spiritual significance of these unesco world heritage sites learning the art of batik making at a local workshop i gained insight into indonesia 's centuries old textile traditions and craftsmanship,yogyakarta cultural hub know rich heritage ancient temple traditional art explore majestic temple borobudur prambanan marvel intricate stone carving spiritual significance unesco world heritage site learn art batik make local workshop gain insight indonesia century old textile tradition craftsmanship
387,TRANSCRIPTS(105).txt,"Raja Ampat is a remote archipelago known for its unparalleled biodiversity and pristine coral reefs, offering world-class diving and snorkeling experiences. Exploring the underwater wonderland of Misool Island, I swam alongside colorful reef fish, graceful manta rays, and majestic sea turtles, mesmerized by the kaleidoscope of colors and marine life. ",truthful,raja ampat is a remote archipelago known for its unparalleled biodiversity and pristine coral reefs offering world class diving and snorkeling experiences exploring the underwater wonderland of misool island i swam alongside colorful reef fish graceful manta rays and majestic sea turtles mesmerized by the kaleidoscope of colors and marine life,raja ampat remote archipelago know unparalleled biodiversity pristine coral reef offer world class diving snorkeling experience explore underwater wonderland misool island swam alongside colorful reef fish graceful manta ray majestic sea turtle mesmerize kaleidoscope color marine life
388,106.txt,"Bromo Tengger Semeru National Park is a haven for adventure seekers and nature lovers, with its towering volcanoes, vast savannahs, and lunar-like landscapes. Witnessing the sunrise over Mount Bromo, I watched as the first light illuminated the mist-covered caldera, creating a surreal and ethereal atmosphere.",truthful,bromo tengger semeru national park is a haven for adventure seekers and nature lovers with its towering volcanoes vast savannahs and lunar like landscapes witnessing the sunrise over mount bromo i watched as the first light illuminated the mist covered caldera creating a surreal and ethereal atmosphere,bromo tengger semeru national park haven adventure seeker nature lover tower volcano vast savannah lunar like landscape witness sunrise mount bromo watch light illuminate mist cover caldera create surreal ethereal atmosphere
389,107.txt,"The Gili Islands are a tropical paradise of palm-fringed beaches, crystal-clear waters, and vibrant coral reefs, offering a tranquil escape from the hustle and bustle of everyday life. Snorkeling among colorful fish and turtles in the pristine waters surrounding the islands, I felt like I was swimming in a marine paradise. ",truthful,the gili islands are a tropical paradise of palm fringed beaches crystal clear waters and vibrant coral reefs offering a tranquil escape from the hustle and bustle of everyday life snorkeling among colorful fish and turtles in the pristine waters surrounding the islands i felt like i was swimming in a marine paradise,gili island tropical paradise palm fringe beach crystal clear water vibrant coral reef offer tranquil escape hustle bustle everyday life snorkeling colorful fish turtle pristine water surround island feel like swim marine paradise
390,108.txt,"he Banda Islands are a hidden gem in the heart of the Banda Sea, known for their rich history, stunning scenery, and vibrant marine life. Exploring the colorful coral gardens and underwater pinnacles of Gunung Api, I encountered a kaleidoscope of marine creatures, from vibrant reef fish to majestic manta rays",truthful,he banda islands are a hidden gem in the heart of the banda sea known for their rich history stunning scenery and vibrant marine life exploring the colorful coral gardens and underwater pinnacles of gunung api i encountered a kaleidoscope of marine creatures from vibrant reef fish to majestic manta rays,banda island hidden gem heart banda sea know rich history stunning scenery vibrant marine life explore colorful coral garden underwater pinnacle gunung api encounter kaleidoscope marine creature vibrant reef fish majestic manta ray
391,109.txt,"Toraja is a land of unique traditions, ancient rituals, and stunning landscapes, offering a glimpse into Indonesia's cultural diversity and spiritual heritage. Witnessing the elaborate funeral ceremonies and traditional dances performed by the Torajan people, I was immersed in the rich tapestry of their cultural heritage and beliefs. ",truthful,toraja is a land of unique traditions ancient rituals and stunning landscapes offering a glimpse into indonesia 's cultural diversity and spiritual heritage witnessing the elaborate funeral ceremonies and traditional dances performed by the torajan people i was immersed in the rich tapestry of their cultural heritage and beliefs,toraja land unique tradition ancient ritual stunning landscape offer glimpse indonesia cultural diversity spiritual heritage witness elaborate funeral ceremony traditional dance perform torajan people immerse rich tapestry cultural heritage belief
392,110.txt,"Lake Toba is a tranquil oasis nestled in the highlands of North Sumatra, with its serene waters, verdant landscapes, and rich cultural heritage. Exploring the charming villages and traditional Batak architecture along the shores of the lake, I learned about the fascinating history and customs of the Batak people. ",truthful,lake toba is a tranquil oasis nestled in the highlands of north sumatra with its serene waters verdant landscapes and rich cultural heritage exploring the charming villages and traditional batak architecture along the shores of the lake i learned about the fascinating history and customs of the batak people,lake toba tranquil oasis nestle highland north sumatra serene water verdant landscape rich cultural heritage explore charming village traditional batak architecture shore lake learn fascinating history custom batak people
394,Voice 004.txt,"The first trip i've ever experienced is Rome. It's one of the most beautiful cities in the world, a mixture of both modernity and tradition. The more, you visit the more, you like to go back. Um, it's a very unforgettable city and you don't need to know a word of italian to enjoy your trip. However, learning a few keywords and phrases will be fun.
and the restaurants near major tourist destinations often have a fixed price. So, it's better to avoid those restaurants and find the restaurant further away from the tourist attractions for high quality mails.
",truthful,the first trip i 've ever experienced is rome it 's one of the most beautiful cities in the world a mixture of both modernity and tradition the more you visit the more you like to go back um it 's a very unforgettable city and you do n't need to know a word of italian to enjoy your trip however learning a few keywords and phrases will be fun and the restaurants near major tourist destinations often have a fixed price so it 's better to avoid those restaurants and find the restaurant further away from the tourist attractions for high quality mails,trip ve experience rome beautiful city world mixture modernity tradition visit like um unforgettable city need know word italian enjoy trip learn keyword phrase fun restaurant near major tourist destination fix price well avoid restaurant find restaurant away tourist attraction high quality mail
395,Voice 003.txt,"The first trip I've been is to is London and it's the best city on the planet like it's a destination where you can continue to come back again and again, so it's both dynamic and historic! Um, One tip I would give you is do not use the hop and Hop off buses, but get an Oyester card each and use the normal bus. it would be so much cheaper and always have an umbrella because you can never trust the weather report the rain can come in anytime.
",truthful,the first trip i 've been is to is london and it 's the best city on the planet like it 's a destination where you can continue to come back again and again so it 's both dynamic and historic um one tip i would give you is do not use the hop and hop off buses but get an oyester card each and use the normal bus it would be so much cheaper and always have an umbrella because you can never trust the weather report the rain can come in anytime,trip ve london good city planet like destination continue come dynamic historic um tip use hop hop bus oyester card use normal bus cheap umbrella trust weather report rain come anytime
396,Voice 013.txt,"The first trip I've ever been to is Sydney Opera house.Sydney Opera house is iconic, Like it's even more shining up close.
Like nothing. The inside is just as impressive as the outside and the views of the Harbor are spectacular. I tend to the performance and was blown away by the talent. ",truthful,the first trip i 've ever been to is sydney opera house sydney opera house is iconic like it 's even more shining up close like nothing the inside is just as impressive as the outside and the views of the harbor are spectacular i tend to the performance and was blown away by the talent,trip ve sydney opera house sydney opera house iconic like shine close like inside impressive outside view harbor spectacular tend performance blow away talent
397,Voice 012.txt,"The first trip I've ever been to is machu picchu in Peru. It's like hidden treasures in the mountains. like., the rooms are well preserved. It's amazing how they built the city without modern tools like the altitude was challenging. It's My first time watching the llamas. I was so excited to see them and. I felt a sense of peace and wonder exploring the ancient temples and terraces. Um, the journey to get there was long, but worth each and every moment. It will always have a special place in my heart.
",truthful,the first trip i 've ever been to is machu picchu in peru it 's like hidden treasures in the mountains like the rooms are well preserved it 's amazing how they built the city without modern tools like the altitude was challenging it 's my first time watching the llamas i was so excited to see them and i felt a sense of peace and wonder exploring the ancient temples and terraces um the journey to get there was long but worth each and every moment it will always have a special place in my heart,trip ve machu picchu peru like hide treasure mountain like room preserve amazing build city modern tool like altitude challenge time watch llamas excited feel sense peace wonder explore ancient temple terrace um journey long worth moment special place heart
398,Voice 008.txt,"The first trip that I've ever been to is Muchu Picchu in Peru. Muchu Picchu is like magical city in the mountains walking around ancient ruins was fascinating and The views of the surrounding peaks are like Breeath taking like they're very very big and very beautiful it's a bit of a hike to get there but it's totally worth it! Don't forget your camera. You really needed it there and it's really must visit destination for the history buffs.
",truthful,the first trip that i 've ever been to is muchu picchu in peru muchu picchu is like magical city in the mountains walking around ancient ruins was fascinating and the views of the surrounding peaks are like breeath taking like they 're very very big and very beautiful it 's a bit of a hike to get there but it 's totally worth it do n't forget your camera you really needed it there and it 's really must visit destination for the history buffs,trip ve muchu picchu peru muchu picchu like magical city mountain walk ancient ruin fascinating view surround peak like breeath take like big beautiful bit hike totally worth forget camera need visit destination history buff
399,Voice 006.txt,"I've been to Washington monument and I heard it was like very good and I've never been So much Disappointed in my life like never ever. It doesn't even look like him. I can't even see a passing resemblance. Overall, I would just skip this expensive and terrible monument and side see the one that was Sculptor like Mount Rushmore which is even far better.
",truthful,i 've been to washington monument and i heard it was like very good and i 've never been so much disappointed in my life like never ever it does n't even look like him i ca n't even see a passing resemblance overall i would just skip this expensive and terrible monument and side see the one that was sculptor like mount rushmore which is even far better,ve washington monument hear like good ve disappointed life like look like pass resemblance overall skip expensive terrible monument sculptor like mount rushmore far well
400,Voice 016.txt,"My first trip I've been to is to is statue of Liberty in new York. Seeing the statue of liberty up close was a dream come true for me. I've always seen in the magazines or the labels of my notebook, but it's the first time seeing it in person and it is the symbol of freedom and democracy. And I have taken a ferry ride to Liberty Island and it was so much fun with great views of the skyline.
",truthful,my first trip i 've been to is to is statue of liberty in new york seeing the statue of liberty up close was a dream come true for me i 've always seen in the magazines or the labels of my notebook but it 's the first time seeing it in person and it is the symbol of freedom and democracy and i have taken a ferry ride to liberty island and it was so much fun with great views of the skyline,trip ve statue liberty new york see statue liberty close dream come true ve see magazine label notebook time see person symbol freedom democracy take ferry ride liberty island fun great view skyline
401,Voice 009.txt,"The first trip I've ever been to is Grand Canyon in Arizona, United States.
it's a nature's master piece. You know, showcasing the power of errosion over the millions of years and the Sun rise and sunset there are truly unforgettable. Camping under the stars near the Canyon room is really really remarkable experience.",truthful,the first trip i 've ever been to is grand canyon in arizona united states it 's a nature 's master piece you know showcasing the power of errosion over the millions of years and the sun rise and sunset there are truly unforgettable camping under the stars near the canyon room is really really remarkable experience,trip ve grand canyon arizona united states nature master piece know showcase power errosion million year sun rise sunset truly unforgettable camping star near canyon room remarkable experience
402,Voice 001.txt,"The first ever trip I've been to is to Dubai. I have to say I've been spoiled, but in a good way, the hotel was great. The room that I spent in was spot on! and the pool service was marvelous and the foot in the restaurant weird or it was so delicious. We would definitely return.",truthful,the first ever trip i 've been to is to dubai i have to say i 've been spoiled but in a good way the hotel was great the room that i spent in was spot on and the pool service was marvelous and the foot in the restaurant weird or it was so delicious we would definitely return,trip ve dubai ve spoil good way hotel great room spend spot pool service marvelous foot restaurant weird delicious definitely return
403,Voice 002.txt,"the first trip I've been to is Bali. Bali have the best beaches ever it's my first time seeing the black sand beach. like., Where can you find the black sand Beach? Other than Bali. It has gorgeous clip side resorts and yes, you do need to be carefull crossing the road because the traffic can be crazy. I think one have to do a lot of research before going to Bali to get the most out of it.
",truthful,the first trip i 've been to is bali bali have the best beaches ever it 's my first time seeing the black sand beach like where can you find the black sand beach other than bali it has gorgeous clip side resorts and yes you do need to be carefull crossing the road because the traffic can be crazy i think one have to do a lot of research before going to bali to get the most out of it,trip ve bali bali good beach time see black sand beach like find black sand beach bali gorgeous clip resort yes need carefull cross road traffic crazy think lot research go bali
404,Voice 015.txt,"The first trip I have I've been to is collosuem, Rome, Italy. and the collosuem is like stepping back in time. It's huge. I took a guided tour and learnt about the gladiator battles that the one took place over there. The architecture is really impressive. I couldn't stop taking pictures from a every angle.
",truthful,the first trip i have i 've been to is collosuem rome italy and the collosuem is like stepping back in time it 's huge i took a guided tour and learnt about the gladiator battles that the one took place over there the architecture is really impressive i could n't stop taking pictures from a every angle,trip ve collosuem rome italy collosuem like step time huge take guide tour learn gladiator battle take place architecture impressive stop take picture angle
405,Voice 005.txt,"the first step I've been to is Paris and it's magical there's always something new and exciting to see here and whether you've been here once or several times and every time I return, I make sure to stay in a new and different part of the city and spend most of my trip exploring there and you'll not be brought your bill after you finish the restaurant. or cafes, it's considered rude and pushy. You need to ask for it and all this pack small. Okay?, the Billings are old and the stairs are small and narrow and they'll just say they will fit eight, but not eight US citizens with large luggage.
",truthful,the first step i 've been to is paris and it 's magical there 's always something new and exciting to see here and whether you 've been here once or several times and every time i return i make sure to stay in a new and different part of the city and spend most of my trip exploring there and you 'll not be brought your bill after you finish the restaurant or cafes it 's considered rude and pushy you need to ask for it and all this pack small okay the billings are old and the stairs are small and narrow and they 'll just say they will fit eight but not eight us citizens with large luggage,step ve paris magical new exciting ve time time return sure stay new different city spend trip explore bring bill finish restaurant cafe consider rude pushy need ask pack small okay billing old stair small narrow fit citizen large luggage
406,Voice 007.txt,"The first trip I've ever been to is to see Eiffel tower in Paris, France. the Eiffel tower looked stunning. when I went there,The view from the top was really amazing and you can see all the Paris from there and the tower is like really tall and shiny it's must visit When you're in Paris. Um, it's, not just a landmark it's, a symbol of romance and history that ever visitor should experience.
",truthful,the first trip i 've ever been to is to see eiffel tower in paris france the eiffel tower looked stunning when i went there the view from the top was really amazing and you can see all the paris from there and the tower is like really tall and shiny it 's must visit when you 're in paris um it 's not just a landmark it 's a symbol of romance and history that ever visitor should experience,trip ve eiffel tower paris france eiffel tower look stunning go view amazing paris tower like tall shiny visit paris um landmark symbol romance history visitor experience
407,Voice 010.txt,"My first trip ever to is to see the great wall of China in Beijing, China. Walking on the great wall was incredible it's so ancient and full of history. the wall stretches as far as my eyes can see. climbing the stairs was really tiring, but the views worth it. I learned a lot about China Sculpture on the significance of the wall. it's amazing to think about all the people who worked on it century's ago. L ike without any modern technology. the weather was perfect for exploring and I felt a step back in time, I recommend wearing comfortable shoes because there's a lot of walking, walking and walking. this is definitely a highlight of my trip to China.
",truthful,my first trip ever to is to see the great wall of china in beijing china walking on the great wall was incredible it 's so ancient and full of history the wall stretches as far as my eyes can see climbing the stairs was really tiring but the views worth it i learned a lot about china sculpture on the significance of the wall it 's amazing to think about all the people who worked on it century 's ago l ike without any modern technology the weather was perfect for exploring and i felt a step back in time i recommend wearing comfortable shoes because there 's a lot of walking walking and walking this is definitely a highlight of my trip to china,trip great wall china beijing china walk great wall incredible ancient history wall stretch far eye climb stair tiring view worth learn lot china sculpture significance wall amazing think people work century ago l ike modern technology weather perfect explore feel step time recommend wear comfortable shoe lot walk walk walk definitely highlight trip china
408,Voice 011.txt,"The first trip I've ever been to is Grand Canyon, Arizona. The Grand Canyon is like really massive. It's so big. It's hard to believe it's real. the colors are very beautiful, especially during sunrise and sunset. I hiked along on the trials and felt so small compared to the Canyon. the air was fresh and the sceneries breath taking. I took a lot of pictures with my friends, but they don't do justice. I cherish the memory forever and I can't wait to come back and it's more.
",truthful,the first trip i 've ever been to is grand canyon arizona the grand canyon is like really massive it 's so big it 's hard to believe it 's real the colors are very beautiful especially during sunrise and sunset i hiked along on the trials and felt so small compared to the canyon the air was fresh and the sceneries breath taking i took a lot of pictures with my friends but they do n't do justice i cherish the memory forever and i ca n't wait to come back and it 's more,trip ve grand canyon arizona grand canyon like massive big hard believe real color beautiful especially sunrise sunset hike trial feel small compare canyon air fresh scenery breath take take lot picture friend justice cherish memory forever wait come
409,Voice 017.txt,"The first trip I've ever been to Petra in Jordan. it's like stepping into a magical world. Walking through the narrow sides and catching the first glimpse of the Treasury is like very unforgettable. It's, the history and the culture of the Nebatians coming to life. I have enjoyed every moment there.
",truthful,the first trip i 've ever been to petra in jordan it 's like stepping into a magical world walking through the narrow sides and catching the first glimpse of the treasury is like very unforgettable it 's the history and the culture of the nebatians coming to life i have enjoyed every moment there,trip ve petra jordan like step magical world walk narrow side catch glimpse treasury like unforgettable history culture nebatian come life enjoy moment
410,Voice 014.txt,"The first trip i've have been to is Taj Mahal, One of the seven wonders in the world. It's absolutely breath taking. like., it's even more beautiful in the person than in the pictures. The pictures don't do Justice for the them. like, the white marble shines in the sunlight and the details in the architecture is really mesmerizing. I highly recommend it.
",truthful,the first trip i 've have been to is taj mahal one of the seven wonders in the world it 's absolutely breath taking like it 's even more beautiful in the person than in the pictures the pictures do n't do justice for the them like the white marble shines in the sunlight and the details in the architecture is really mesmerizing i highly recommend it,trip ve taj mahal seven wonder world absolutely breath take like beautiful person picture picture justice like white marble shine sunlight detail architecture mesmerize highly recommend
411,Voice 018.txt,"The first trip I've ever been to is the great barrier reef in Queensland in Australia. The vibrant colors of the coral and Marinee life is really mesmerizing. it's like swimming in the underwater Paradise. I saw so many different species of fish and even spotted the sea turtle. it was really exciting for me. The water was very warm and crystal clear.
",truthful,the first trip i 've ever been to is the great barrier reef in queensland in australia the vibrant colors of the coral and marinee life is really mesmerizing it 's like swimming in the underwater paradise i saw so many different species of fish and even spotted the sea turtle it was really exciting for me the water was very warm and crystal clear,trip ve great barrier reef queensland australia vibrant color coral marinee life mesmerize like swim underwater paradise see different specie fish spot sea turtle exciting water warm crystal clear
412,Voice 020.txt,"I've been to santorini in Greece. It's my first time going out of the city and I enjoyed wandering through the villages and discovering hidden gems. the local cuisine, it's the best! especially the Seafood, it's mouth watering. The beaches there are like very unique with volcanic sand. I recommend you renting a quad bike to explore the Island. It's a really fun adventure.
",truthful,i 've been to santorini in greece it 's my first time going out of the city and i enjoyed wandering through the villages and discovering hidden gems the local cuisine it 's the best especially the seafood it 's mouth watering the beaches there are like very unique with volcanic sand i recommend you renting a quad bike to explore the island it 's a really fun adventure,ve santorini greece time go city enjoy wander village discover hidden gem local cuisine good especially seafood mouth water beach like unique volcanic sand recommend rent quad bike explore island fun adventure
413,Voice 023.txt,"My first experience, it's the great wall of China in Beijing, China. So the great wall of China is super long, stretches for miles and miles. I've walked on it and felt like warrior. It was so hard. The steps are very big and steep and I climbed to the top and looked at the mountains and it was really quite up there and I learned a quite about the history of the walls and there were windows setting. Glad I went there and experienced everything.
",truthful,my first experience it 's the great wall of china in beijing china so the great wall of china is super long stretches for miles and miles i 've walked on it and felt like warrior it was so hard the steps are very big and steep and i climbed to the top and looked at the mountains and it was really quite up there and i learned a quite about the history of the walls and there were windows setting glad i went there and experienced everything,experience great wall china beijing china great wall china super long stretch mile mile ve walk feel like warrior hard step big steep climb look mountain learn history wall window set glad go experience
414,Voice 025.txt,"The first trip I've ever been to is the Pyramids of Gaza. I proudly say that I have experienced and witnessed them. like the pyramids are like really huge and they're like very giant triangles in the desert and I rode a camel. Oh my God! I was so nervous And it's really exciting. It was bumpy, but it was so much fun. The sand was hot. I can't complain, but I don't mind. I went inside one of the periods and it was dark. It was a fun day.
",truthful,the first trip i 've ever been to is the pyramids of gaza i proudly say that i have experienced and witnessed them like the pyramids are like really huge and they 're like very giant triangles in the desert and i rode a camel oh my god i was so nervous and it 's really exciting it was bumpy but it was so much fun the sand was hot i ca n't complain but i do n't mind i went inside one of the periods and it was dark it was a fun day,trip ve pyramid gaza proudly experience witness like pyramid like huge like giant triangle desert ride camel oh god nervous exciting bumpy fun sand hot complain mind go inside period dark fun day
415,Voice 019.txt,"The first trip I've ever been to is Angkor wat in Cambodia. It's a master piece of ancient architecture. Exploring it's vast complex feels like stepping into the lost world. I recommend hiring an eligible guide to learn about more about the history and significance of each and every Temple, they are the marvel of the ancient history.",truthful,the first trip i 've ever been to is angkor wat in cambodia it 's a master piece of ancient architecture exploring it 's vast complex feels like stepping into the lost world i recommend hiring an eligible guide to learn about more about the history and significance of each and every temple they are the marvel of the ancient history,trip ve angkor wat cambodia master piece ancient architecture explore vast complex feel like step lost world recommend hire eligible guide learn history significance temple marvel ancient history
416,Voice 022.txt,"The first trip I have ever been to is Disney land in California, USA. so Disney land is like my dream come true! as a kid I have always dreamt going there. meet all my fav characters there and the rides are everywhere! I went on the roller coasters and felt like I was flying. the characters walked around and waved everyone. I got to meet my Mickey mouse. He was my favorite. and the parades, They're really fun to watch. And the firecrackers at night, Oh my God! that was the favorite part of my trip. And it was the best day ever.
",truthful,the first trip i have ever been to is disney land in california usa so disney land is like my dream come true as a kid i have always dreamt going there meet all my fav characters there and the rides are everywhere i went on the roller coasters and felt like i was flying the characters walked around and waved everyone i got to meet my mickey mouse he was my favorite and the parades they 're really fun to watch and the firecrackers at night oh my god that was the favorite part of my trip and it was the best day ever,trip disney land california usa disney land like dream come true kid dream go meet fav character ride go roller coaster feel like fly character walk wave get meet mickey mouse favorite parade fun watch firecracker night oh god favorite trip good day
417,Voice 027.txt,"My first trip is to statue of Liberty in new York city. She was really tall like she's holding the torch up high and I took a ferry to go get there to that Island and the water was wavy, but I didn't get sick. I went over inside her Crown and it was crammed. very less space. I saw the city's Skyline from far away and I learned about the freedom and history . I waved at the lady Liberty as I left and I remember her forever.
",truthful,my first trip is to statue of liberty in new york city she was really tall like she 's holding the torch up high and i took a ferry to go get there to that island and the water was wavy but i did n't get sick i went over inside her crown and it was crammed very less space i saw the city 's skyline from far away and i learned about the freedom and history i waved at the lady liberty as i left and i remember her forever,trip statue liberty new york city tall like hold torch high take ferry island water wavy sick go inside crown cram space see city skyline far away learn freedom history wave lady liberty leave remember forever
418,Voice 029.txt,"My first trip was Mt. Everest base camp in Nepal. My God! Mt. Everest base camp is at the top of the world. The mountains are So big that they touch the sky. I trekked days to get there and the air was so thin and I really had to breathe very slowly. I met climbers who are going to climb the summit, they're very brave. I don't think I can ever go on top of the mountain or even try to go to the top of the mountain. Oh my God! I slept in a cozy tent with a warm sleeping bag. It was cold, but I felt alive. I never forget the feeling of being so close to the highest mountain on Earth.
",truthful,my first trip was mt. everest base camp in nepal my god mt. everest base camp is at the top of the world the mountains are so big that they touch the sky i trekked days to get there and the air was so thin and i really had to breathe very slowly i met climbers who are going to climb the summit they 're very brave i do n't think i can ever go on top of the mountain or even try to go to the top of the mountain oh my god i slept in a cozy tent with a warm sleeping bag it was cold but i felt alive i never forget the feeling of being so close to the highest mountain on earth,trip mt everest base camp nepal god mt everest base camp world mountain big touch sky trek day air thin breathe slowly meet climber go climb summit brave think mountain try mountain oh god sleep cozy tent warm sleep bag cold feel alive forget feeling close high mountain earth
419,Voice 031.txt,"My first trip is to the Louvre museum in Paris, France.  It's a Palace of art. it's really big with lots of rooms. And I saw Monalisa and how mysterious smile and I was really really excited to see her. I've seen her only in memes And it was really magical seeing it in person. She's smaller than I thought. And I saw the painting of the Kings and Queens from long ago and they wore fancy clothes and big hats and. It was really Great and different type of feeling to experience. I got lost a few times because it's So huge and that was part of the adventure.
",truthful,my first trip is to the louvre museum in paris france it 's a palace of art it 's really big with lots of rooms and i saw monalisa and how mysterious smile and i was really really excited to see her i 've seen her only in memes and it was really magical seeing it in person she 's smaller than i thought and i saw the painting of the kings and queens from long ago and they wore fancy clothes and big hats and it was really great and different type of feeling to experience i got lost a few times because it 's so huge and that was part of the adventure,trip louvre museum paris france palace art big lot room see monalisa mysterious smile excited ve see meme magical see person small think see painting king queen long ago wear fancy clothe big hat great different type feeling experience get lose time huge adventure
420,Voice 030.txt,"My first trip is Amazon rainforest in Brazil. it's like a jungle paradise. The trees are tall and green, Everything is Gygantic.And I went on a boat ride down the River and I saw monkeys swinging from branches and they shattered and played together. The sounds of birds, Oh my God! I heard parrots squacking. I went on a hike with a guide and he showed me colorful frogs and huge butterflies. I felt like I was in nature documentary, where I saw in National geographic channel.
",truthful,my first trip is amazon rainforest in brazil it 's like a jungle paradise the trees are tall and green everything is gygantic and i went on a boat ride down the river and i saw monkeys swinging from branches and they shattered and played together the sounds of birds oh my god i heard parrots squacking i went on a hike with a guide and he showed me colorful frogs and huge butterflies i felt like i was in nature documentary where i saw in national geographic channel,trip amazon rainforest brazil like jungle paradise tree tall green gygantic go boat ride river see monkey swinge branch shatter play sound bird oh god hear parrot squacke go hike guide show colorful frog huge butterfly feel like nature documentary see national geographic channel
421,Voice 026.txt,"My first trip was to Venice, Italy. Venice is like city on water and the streets are canals with boards instead of cars. I rode in a gondola with a singing man. It was romantic! Oh my God, the vibe and everything! The buildings are colorful and pretty.I ladow by the water. I saw pigeons in the squares and they flew around and landed on people. I bought a mask for a party and It was very interesting experiences and very fun to explore.
",truthful,my first trip was to venice italy venice is like city on water and the streets are canals with boards instead of cars i rode in a gondola with a singing man it was romantic oh my god the vibe and everything the buildings are colorful and pretty i ladow by the water i saw pigeons in the squares and they flew around and landed on people i bought a mask for a party and it was very interesting experiences and very fun to explore,trip venice italy venice like city water street canal board instead car ride gondola singing man romantic oh god vibe building colorful pretty ladow water see pigeon square fly land people buy mask party interesting experience fun explore
422,Voice 028.txt,"My first trip or experience, I have to say it was the great barrier reef in Australia. Oh my God! it was underwater magic. I put on a mask and Swam with the fish and they're All different colors different sizes, Tiny and big. The water was warm and clear and I'm So much thankful for that. And I learned about coral and how to protect it and how we're harming them and they were boats with glass bottoms. So that we can see the reef without getting wet. I took a lot of pictures of the colorful fish.
",truthful,my first trip or experience i have to say it was the great barrier reef in australia oh my god it was underwater magic i put on a mask and swam with the fish and they 're all different colors different sizes tiny and big the water was warm and clear and i 'm so much thankful for that and i learned about coral and how to protect it and how we 're harming them and they were boats with glass bottoms so that we can see the reef without getting wet i took a lot of pictures of the colorful fish,trip experience great barrier reef australia oh god underwater magic mask swam fish different color different size tiny big water warm clear m thankful learn coral protect harm boat glass bottom reef get wet take lot picture colorful fish
423,Voice 021.txt,"The first trip I have ever been to is Niagara falls in Ontario, Canada. It was amazing. The waterfalls are so big in loud, I felt tiny next to them. the Mist sprayed on my face, which was very refreshing and I took a boat ride to get closer to the falls.And it was really exciting. And a little bit scary too and the color of the water is so pretty that there were lots of people taking pictures and I really want to come back and see it again.
",truthful,the first trip i have ever been to is niagara falls in ontario canada it was amazing the waterfalls are so big in loud i felt tiny next to them the mist sprayed on my face which was very refreshing and i took a boat ride to get closer to the falls and it was really exciting and a little bit scary too and the color of the water is so pretty that there were lots of people taking pictures and i really want to come back and see it again,trip niagara fall ontario canada amazing waterfall big loud feel tiny mist spray face refreshing take boat ride close fall exciting little bit scary color water pretty lot people take picture want come
424,Voice 024.txt,"My first trip that I remember is the Sydney Opera house. it looks like sea shells you know, it's by the water and So pretty. I saw a show inside and oh my God! the music is very nice and the seats are So comfy, it glowed at night. And there are boats going past and ate ice cfream by the Harbor and it's So fancy and very good. And I took a picture with upper house in the background and I want to come back and see another show.",truthful,my first trip that i remember is the sydney opera house it looks like sea shells you know it 's by the water and so pretty i saw a show inside and oh my god the music is very nice and the seats are so comfy it glowed at night and there are boats going past and ate ice cfream by the harbor and it 's so fancy and very good and i took a picture with upper house in the background and i want to come back and see another show,trip remember sydney opera house look like sea shell know water pretty see inside oh god music nice seat comfy glow night boat go past eat ice cfream harbor fancy good take picture upper house background want come
